NXCD2009,Shin Sangokushi - Tenka ha Ware ni,Naxat Soft,1992,Japan,CDROM2
,Shinsetsu Shiawase Usagi,<unknown>,1995,Japan,SuperCDROM2
,Shinsetsu Shiawase Usagi f - Yuujou Yori mo Aiyoku,<unknown>,1997,Japan,SuperCDROM2
,Shinsetsu Shiawase Usagi 2 - Kairaku e no Invitation,<unknown>,1996,Japan,SuperCDROM2
STCD5001,Shougi Database Kiyuu,Seta,1995,Japan,SuperCDROM2
HCD2040,Sim Earth - The Living Planet,Hudson,1993,Japan,SuperCDROM2
MWCD2005,Slime World,Micro World,1992,Japan,SuperCDROM2
NBCD5008,Slot Shoubushi,Nichibutsu,1995,Japan,SuperCDROM2
KMCD2002,Snatcher,Konami,1992,Japan,SuperCDROM2
KMCD2001,Snatcher - Pilot Disk,Konami,1992,Japan,SuperCDROM2
NSCD0002,Sol Bianca,NCS,1990,Japan,CDROM2
ICCD3004,Sol Moonarge,Irem,1994,Japan,SuperCDROM2
HECD5018,Solid Force,NEC Home Electronics,1995,Japan,SuperCDROM2
JCCD1005,Sorcerian,Victor Entertainment,1992,Japan,SuperCDROM2
NAPR-1036,Sotsugyou - Graduation,NEC Avenue,1993,Japan,SuperCDROM2
RHCD-4009,Sotsugyou II - Neo Generation,Riverhill Software,1994,Japan,ArcadeCDROM2
CJCD4005,Sotsugyou Shashin - Miki,Coconuts Japan,1994,Japan,SuperCDROM2
NAPR-1023?,Space Fantasy Zone [Prototype][Backup],NEC Avenue,1991?,Japan,SuperCDROM2
NAPR-1050,Space Invaders - The Original Game,NEC Avenue,1995,Japan,SuperCDROM2
NAPR-1020,Splash Lake,NEC Avenue,1991,Japan,CDROM2
NXCD2008,Spriggan Mark II - Re Terraform Project [Imperfect],Naxat Soft,1992,Japan,SuperCDROM2
RFCD4002,Star Breaker,Ray Force,1994,Japan,SuperCDROM2
NXCD2013,Star Mobile,Naxat Soft,1992,Japan,CDROM2
HCD2024,Star Parodia,Hudson,1992,Japan,SuperCDROM2
RFCD3001,Startling Odyssey,Ray Force,1993,Japan,SuperCDROM2
RFCD4003,Startling Odyssey II - Makyou Sensou,Ray Force,1994,Japan,SuperCDROM2
GLCD6002,Steam Heart's [Imperfect],TGL,1996,Japan,SuperCDROM2
NAPR1041,Strider Hiryuu,NEC Avenue,1994,Japan,ArcadeCDROM2
TJCD1021,Sugoroku '92 Nari Tore Nariagari Trendy,Nihon Telenet,1991,Japan,CDROM2
NXCD2012,Summer Carnival '92 - Alzadick,Naxat Soft,1992,Japan,CDROM2
NXCD3021,Summer Carnival '93 - Nexzr Special,Naxat Soft,1993,Japan,SuperCDROM2
TJCD9002,Super Albatross,Nihon Telenet,1989,Japan,CDROM2
NCD1027,Super CD-Rom² Taiken Soft-shuu,Hudson,1991,Japan,SuperCDROM2
MCCD0001,Super Daisenryaku,Micro Cabin,1990,Japan,CDROM2
HACD0003,Super Darius,NEC Avenue,1990,Japan,CDROM2
NAPR1031,Super Darius II,NEC Avenue,1993,Japan,SuperCDROM2
KOCD2002,Super Mahjong Taikai,Koei,1992,Japan,SuperCDROM2
HCD2023,Super Raiden,Hudson,1992,Japan,SuperCDROM2
NXCD4030,Super Real Mahjong P II III Custom,Naxat Soft,1994,Japan,ArcadeCDROM2
NXCD3027,Super Real Mahjong P IV Custom,Naxat Soft,1993,Japan,SuperCDROM2
NXCD5032,Super Real Mahjong P V Custom,Naxat Soft,1995,Japan,ArcadeCDROM2
NXCD2016,Super Real Mahjong Special - Miki Kasumi Shoko no Omoide,Naxat Soft,1992,Japan,SuperCDROM2
KSCD1002,Super Schwartzschild,Kogado Studio,1991,Japan,SuperCDROM2
KSCD2003,Super Schwartzschild II,Kogado Studio,1992,Japan,SuperCDROM2
RSCD3003,Sword Master,Right Stuff,1993,Japan,SuperCDROM2
THCD3001,Sylphia,Tonkin House,1993,Japan,SuperCDROM2
HMCD3006,Tadaima Yuusha Boshuuchuu,Human Entertainment,1993,Japan,SuperCDROM2
IGCD1003,Taiheiki,Intec,1991,Japan,CDROM2
NAPR1043,Tanjou Debut,NEC Avenue,1994,Japan,ArcadeCDROM2
MRCD2001,Tecmo World Cup Super Soccer,Media Rings Corporation,1992,Japan,SuperCDROM2
HECD6026,Tekipaki Working Love,NEC Home Electronics,1997,Japan,SuperCDROM2
NAPR-1048,Tenchi Muyou! Ryououki,NEC Avenue,1995,Japan,SuperCDROM2
NAPR1030,Tenchi wo Kurau,NEC Avenue,1994,Japan,SuperCDROM2
HCD3046,Tengai Makyou - Fuu'un Kabuki Den Shutsugeki no Sho,Hudson,1993,Japan,SuperCDROM2
HCD5070,Tengai Makyou - Kabuki Ittou Ryoudan,Hudson,1995,Japan,ArcadeCDROM2
HCD9005,Tengai Makyou - Ziria,Hudson,1989,Japan,CDROM2
HDC2037,Tengai Makyou - Ziria Hibaihin,Hudson,1992,Japan,SuperCDROM2
HCD1022,Tengai Makyou II - Manji Maru,Hudson,1992,Japan,SuperCDROM2
TJCD1018,Tenshi no Uta,Nihon Telenet,1991,Japan,SuperCDROM2
TJCD3033,Tenshi no Uta II - Datenshi no Uta,Nihon Telenet,1993,Japan,SuperCDROM2
RSCD2001,Terraforming,Right Stuff,1992,Japan,SuperCDROM2
ADCD4002,The Atlas - Renaissance Voyager,Artdink,1994,Japan,ArcadeCDROM2
MWCD2002,The Davis Cup Tennis,Micro World,1992,Japan,SuperCDROM2
MWCD2001,The Kick Boxing,Micro World,1992,Japan,SuperCDROM2
SSCD0001,The Manhole,Sunsoft,1991,Japan,CDROM2
IGCD0001,The Pro Yakyuu,Intec,1990,Japan,CDROM2
IGCD4008,The Pro Yakyuu Super '94,Intec,1994,Japan,SuperCDROM2
IGCD2004,The Pro Yakyuu Super,Intec,1992,Japan,SuperCDROM2
RSCD-4005,The TV Show,Right Stuff,1995,Japan,SuperCDROM2
KMCD4007,Tokimeki Memorial [Imperfect],Konami,1994,Japan,SuperCDROM2
KMCD4007,Tokimeki Memorial,Konami,1994,Japan,SuperCDROM2
KMCD4007,Tokimeki Memorial,Konami,1994,Japan,SuperCDROM2
RHCD2003,Top wo Nerae! GunBuster Volume I,Riverhill Software,1992,Japan,SuperCDROM2
RHCD3005,Top wo Nerae! GunBuster Volume II,Riverhill Software,1993,Japan,SuperCDROM2
TJCD2030,Travel Epuru,Nihon Telenet,1992,Japan,SuperCDROM2
JCCD4015,Travelers! Densetsu wo ButtobaSe [Imperfect],Victor Entertainment,1994,Japan,SuperCDROM2
HMCD2004,Uchuu Senkan Yamato,Human Entertainment,1992,Japan,SuperCDROM2
JCCD0602,Ultrabox II Gou,Victor Entertainment,1990,Japan,CDROM2
JCCD0603,Ultrabox III Gou,Victor Entertainment,1990,Japan,CDROM2
JCCD1604,Ultrabox IV Gou,Victor Entertainment,1991,Japan,CDROM2
JCCD1605,Ultrabox V Gou,Victor Entertainment,1991,Japan,CDROM2
JCCD2606,Ultrabox VI Gou,Victor Entertainment,1992,Japan,CDROM2
JCCD0601,Ultrabox Sohkan Gou,Victor Entertainment,1990,Japan,CDROM2
HCD0012 / HCD0011 (w/ audio CD),Urusei Yatsura - Stay With You,Hudson,1990,Japan,CDROM2
TJCD9001,Valis II - The Fantasm Soldier,Nihon Telenet,1989,Japan,CDROM2
TJCD0009,Valis III - The Fantasm Soldier,Nihon Telenet,1990,Japan,CDROM2
TJCD1017,Valis IV - The Fantasm Soldier,Nihon Telenet,1991,Japan,CDROM2
HMCD0001,Vasteel,Human Entertainment,1990,Japan,CDROM2
HMCD4007,Vasteel II,Human Entertainment,1994,Japan,ArcadeCDROM2
TICD-6004,Virgin Dream,Tokuma Shoten,1996,Japan,SuperCDROM2
PVCD0001,Where in the World is Carmen Sandiego?,Pack-In-Video,1990,Japan,CDROM2
HCD3039,Winds of Thunder,Hudson,1993,Japan,SuperCDROM2
NXCD3020,Wizardry I II,Naxat Soft,1993,Japan,SuperCDROM2
NXCD4029,Wizardry III IV,Naxat Soft,1994,Japan,SuperCDROM2
NXCD2011,Wizardry V - Heart of the Maelstrom,Naxat Soft,1992,Japan,SuperCDROM2
HCD4063,World Heroes II,Hudson,1994,Japan,ArcadeCDROM2
,World Heroes II - Sample Disc,Hudson,1994,Japan,ArcadeCDROM2
HECD4012,Wrestling Angels - Double Impact,NEC Home Electronics,1995,Japan,ArcadeCDROM2
TJCD2032,Xak I II,Nihon Telenet,1992,Japan,SuperCDROM2
HECD4013,Xak III - The Eternal Recurrence,NEC Home Electronics,1994,Japan,SuperCDROM2
NXCD2006,Yamamura Misa Suspense - Kinsenka Kyou Ezara Satsujin Jiken,Naxat Soft,1992,Japan,SuperCDROM2
NXCD3024,Yami no Ketsuzoku Harukanaru Kioku,Naxat Soft,1993,Japan,SuperCDROM2
SXCD2001,Yawara!,Sofix,1992,Japan,SuperCDROM2
SXCD4002,Yawara! II,Sofix,1994,Japan,SuperCDROM2
HCD9009,Ys Book I II,Hudson,1989,Japan,CDROM2
HCD0015,Ys III - Wanderers from Ys,Hudson,1991,Japan,CDROM2
HCD3051,Ys IV - The Dawn of Ys,Hudson,1993,Japan,SuperCDROM2
BACD3001,Yu Yu Hakusho,Banpresto,1993,Japan,SuperCDROM2
TPCD1001,Zan - Kagerou no Toki,Taito,1991,Japan,CDROM2
MRCD2002,Zero 4 Champ II,Media Rings Corporation,1993,Japan,SuperCDROM2
NXCD1003,Zero Wing,Naxat Soft,1992,Japan,CDROM2
DUO DEMO 01,3 in 1 DUO Demo CD,Hudson Soft / Red,199?,USA,SuperCDROM2
TGXCD1026,4 in 1 Super CD,Hudson Soft / Red,1992,USA,SuperCDROM2
TGXCD1019,The Addams Family,ICOM Simulations,1991,USA,CDROM2
TGXCD1048,Beyond Shadowgate,ICOM Simulations,1993,USA,SuperCDROM2
TGXCD1052,Bonk III - Bonk's Big Adventure,Hudson Soft / Red,1993,USA,SuperCDROM2
TGXCD1031,Buster Bros.,Capcom,1993,USA,CDROM2
TGXCD1013,Camp California,ICOM Simulations,1993,USA,SuperCDROM2
WTG990301,Cosmic Fantasy II,Nihon Telenet,1992,USA,CDROM2
TGXCD1038,Cotton - Fantastic Night Dreams,Success,1993,USA,SuperCDROM2
TGXCD1029,Dragon Slayer - The Legend of Heroes,Falcom,1992,USA,SuperCDROM2
TGXCD1034,Dungeon Explorer II,Hudson Soft,1993,USA,SuperCDROM2
TGXCD1041,Dungeon Master - Theron's Quest,FTL Games,1993,USA,SuperCDROM2
WTG990101,Exile,Telnet Japan,1992,USA,CDROM2
WTG990102,Exile II - Wicked Phenomenon,Telnet Japan,1993,USA,SuperCDROM2
TGXCD1001,Fighting Street,Capcom,1989,USA,CDROM2
TGXCD1008,Final Zone II,Telnet Japan,1990,USA,CDROM2
TGXCD1030,Forgotten Worlds,Capcom,1992,USA,SuperCDROM2
TGXCD1051,Godzilla,Toho,1993,USA,SuperCDROM2
TGXCD1012,J. B. Harold Murder Club,Riverhill Soft,1991,USA,CDROM2
BTCD0201,Implode [bad toc],MindRec,2002,USA,SuperCDROM2
TGXCD1010,It Came from the Desert,Cinemaware,1992,USA,CDROM2
ATGXCDJTTC,Jack Nicklaus Turbo Golf,Accolade,1990,USA,CDROM2
TGXCD1045,John Madden Duo CD Football,Electronic Arts,1993,USA,SuperCDROM2
TGXCD1007,Last Alert,Telnet Japan,1990,USA,CDROM2
TGXCD1017,Loom,Lucas Arts,1992,USA,SuperCDROM2
TGXCD1014,Lords of the Rising Sun,Cinemaware,1992,USA,CDROM2
TGXCD1033,Lords of Thunder,Hudson Soft / Red,1993,USA,SuperCDROM2
TGXCD1005,Magical Dinosaur Tour,Yazawa Science Office,1990,USA,CDROM2
TGXCD1047,Might and Magic III - Isles of Terra,New World Computing,1993,USA,SuperCDROM2
TGXCD1003,Monster Lair,Westone,1989,USA,CDROM2
TGXCD1027,Prince of Persia,Brøderbund,1992,USA,SuperCDROM2
TGXCD1035,Riot Zone,Westone,1993,USA,SuperCDROM2
TGXCD1018,Shadow of the Beast,Psygnosis,1992,USA,SuperCDROM2
TGXCD1021,Shape Shifter,ICOM Simulations,1992,USA,SuperCDROM2
TGXCD1011,Sherlock Holmes Consulting Detective,Sleuth Publications,1991,USA,CDROM2
TGXCD1039,Sherlock Holmes Consulting Detective Volume II,Sleuth Publications,1993,USA,SuperCDROM2
TGXCD1036,Sim Earth - The Living Planet,Maxis,1993,USA,SuperCDROM2
TGXCD1025,Splash Lake,NEC Avenue,1992,USA,CDROM2
TGXCD1042,Super Air Zonk,Hudson Soft / Red,1993,USA,SuperCDROM2
TGXCD1040,Syd Mead's Terra Forming,Syd Mead,1993,USA,SuperCDROM2
TGXCD1053,The Dynastic Hero,Westone,1993,USA,SuperCDROM2
TGXCD1006,Valis II,Telnet Japan,1990,USA,CDROM2
TGXCD1024,Valis III,Telnet Japan,1992,USA,CDROM2
WTG990801,Vasteel,Human,1993,USA,CDROM2
TGXCD1002,Ys Book I II,Falcom,1990,USA,CDROM2
AK BIKINI SRCR 01,Bikini Girls,Excite Software,199?,USA,CDROM2
AK LOCAL SRCR 01,The Local Girls of Hawaii,Excite Software,199?,USA,CDROM2
GED-1011,Hi-Leg Fantasy,Game Express,1994,Japan,Games Express
GED-1015,AV Tanjou,Game Express,1995,Japan,Games Express
GED-1016,Bishoujo Janshi Idol Pai,Game Express,1995,Japan,Games Express
GECD-1014,CD Bishoujo Pachinko Kyuuma Yon Shimai  [Imperfect],Game Express,1995,Japan,Games Express
GED-1013,CD Hanafuda Bishoujo Fan Club,Game Express,1994,Japan,Games Express
GECD-1010,CD Mahjong Bishoujo Chuushinha,Game Express,1993,Japan,Games Express
GECD-1012,CD Pachisuro Bishoujo Gambler,Game Express,1994,Japan,Games Express
